Significantly Down-regulated protein groups: Injured vs Non-injured No Diet Kidney Lysate,,,,,,,,,,,,,,
897 Significantly down-regulated protein groups (log2(FC) <= -0.58 & q-value <= 0.01) ,,,,,,,,,,,,,,
120 min DIA sample files  were searched with 120 min Deep Library in Spectronaut v16,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
UniProtIds,Genes,ProteinDescriptions,ProteinNames,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# Unique Total Peptides,% Change,Ratio,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
P56135,Atp5j2,"ATP synthase subunit f, mitochondrial",ATPK_MOUSE,-1.018041699,1.018041699,1.36E-07,1.55E-07,5,-50.62138415,0.493786158,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o),nucleus,nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex,integral component of membrane,extracellular exosome",ATPase activity,"ATP biosynthetic process,proton transport",
A0A0R4J1N9;P40630;P40630-2,Tfam,"Transcription factor A, mitochondrial;Transcription factor A, mitochondrial;Isoform Nuclear of Transcription factor A, mitochondrial",A0A0R4J1N9_MOUSE;TFAM_MOUSE;TFAM_MOUSE,-1.189429305,1.189429305,1.38E-07,1.55E-07,9,-56.15237232,0.438476277,";nucleus,transcription factor complex,mitochondrion,mitochondrial nucleoid;",";RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcription coactivator binding,chromatin binding,transcription factor activity, sequence-specific DNA binding,RNA binding,DNA binding, bending,heat shock protein binding,mitochondrial light strand promoter sense binding;",";transcription from mitochondrial promoter,transcription initiation from mitochondrial promoter,mitochondrial respiratory chain complex assembly,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter;",
Q8CG76,Akr7a2,Aflatoxin B1 aldehyde reductase member 2,ARK72_MOUSE,-1.516219935,1.516219935,1.37E-07,1.55E-07,17,-65.03992791,0.349600721,"mitochondrion,Golgi apparatus,cytosol,extracellular exosome","oxidoreductase activity,phenanthrene-9,10-epoxide hydrolase activity","daunorubicin metabolic process,doxorubicin metabolic process,oxidation-reduction process",
A0A0R4J1I9;Q8CFZ5,Slc22a12,"Solute carrier family 22 (Organic anion/cation transporter), member 12, isoform CRA_b;Solute carrier family 22 member 12",A0A0R4J1I9_MOUSE;S22AC_MOUSE,-1.911713545,1.911713545,1.31E-07,1.50E-07,10,-73.42233152,0.265776685,";plasma membrane,integral component of plasma membrane,integral component of membrane,apical plasma membrane,brush border membrane,extracellular exosome",";inorganic anion exchanger activity,protein binding,urate transmembrane transporter activity,sodium-independent organic anion transmembrane transporter activity,PDZ domain binding",";inorganic anion transport,urate transport,response to drug,sodium-independent organic anion transport,urate metabolic process,organic acid transmembrane transport",
Q9CQR4,Acot13,Acyl-coenzyme A thioesterase 13,ACO13_MOUSE,-0.953068866,0.953068866,1.26E-07,1.45E-07,7,-48.3467463,0.516532537,"nucleus,mitochondrion,spindle,cytosol,extracellular exosome",acyl-CoA hydrolase activity,protein homotetramerization,
Q03265,Atp5a1,"ATP synthase subunit alpha, mitochondrial",ATPA_MOUSE,-1.094660263,1.094660263,1.24E-07,1.43E-07,42,-53.1753623,0.468246377,"mitochondrion,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex,plasma membrane,membrane,extracellular matrix,myelin sheath,proton-transporting ATP synthase complex,proton-transporting ATP synthase complex, catalytic core F(1),extracellular exosome,COP9 signalosome","RNA binding,protein binding,ATP binding,MHC class I protein binding,angiostatin binding,proton-transporting ATP synthase activity, rotational mechanism,ATPase activity","negative regulation of endothelial cell proliferation,lipid metabolic process,ATP biosynthetic process,ATP synthesis coupled proton transport,positive regulation of blood vessel endothelial cell migration,Requires Ontology",
A0A140T8V1;P11404,Fabp3-ps1;Fabp3,"Protein Fabp3-ps1;Fatty acid-binding protein, heart",A0A140T8V1_MOUSE;FABPH_MOUSE,-1.54972335,1.54972335,1.24E-07,1.43E-07,8,-65.84244418,0.341575558,";extracellular space,cytosol,sarcoplasm,extracellular exosome",";long-chain fatty acid transporter activity,cytoskeletal protein binding,long-chain fatty acid binding,icosatetraenoic acid binding,oleic acid binding",";fatty acid metabolic process,response to insulin,response to drug,cholesterol homeostasis,long-chain fatty acid import,regulation of fatty acid oxidation,phospholipid homeostasis,response to fatty acid,positive regulation of phospholipid biosynthetic process,regulation of phosphatidylcholine biosynthetic process",
Q8BP40,Acp6,Lysophosphatidic acid phosphatase type 6,PPA6_MOUSE,-1.337053893,1.337053893,1.19E-07,1.39E-07,15,-60.41718537,0.395828146,"cytoplasm,mitochondrion","acid phosphatase activity,lysophosphatidic acid phosphatase activity","hematopoietic progenitor cell differentiation,phospholipid metabolic process,dephosphorylation,lysobisphosphatidic acid metabolic process",
Q9Z1G3,Atp6v1c1,V-type proton ATPase subunit C 1,VATC1_MOUSE,-0.624783503,0.624783503,1.16E-07,1.36E-07,21,-35.14829107,0.648517089,"vacuolar proton-transporting V-type ATPase, V1 domain,lysosomal membrane,plasma membrane,cytoplasmic vesicle,apical part of cell,extracellular exosome","hydrogen-exporting ATPase activity, phosphorylative mechanism,proton-transporting ATPase activity, rotational mechanism",ATP hydrolysis coupled proton transport,
P20108,Prdx3,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3_MOUSE,-0.992342421,0.992342421,1.16E-07,1.36E-07,13,-49.73390295,0.502660971,"cytoplasm,mitochondrion,early endosome,cytosol,myelin sheath,protein complex,extracellular exosome,IkappaB kinase complex","protein C-terminus binding,thioredoxin peroxidase activity,kinase binding,protein kinase binding,identical protein binding,cysteine-type endopeptidase inhibitor activity involved in apoptotic process","maternal placenta development,apoptotic process,response to oxidative stress,mitochondrion organization,positive regulation of cell proliferation,peptidyl-cysteine oxidation,myeloid cell differentiation,response to lipopolysaccharide,negative regulation of kinase activity,cellular response to oxidative stress,cellular response to reactive oxygen species,response to hydrogen peroxide,hydrogen peroxide catabolic process,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,cell redox homeostasis,positive regulation of NF-kappaB transcription factor activity,regulation of mitochondrial membrane potential,cellular oxidant detoxification",
Q8JZU2,Slc25a1,"Tricarboxylate transport protein, mitochondrial",TXTP_MOUSE,-0.73909646,0.73909646,1.14E-07,1.35E-07,12,-40.08855481,0.599114452,"nucleus,mitochondrion,mitochondrial inner membrane,integral component of membrane,extracellular exosome",citrate transmembrane transporter activity,"mitochondrial transport,mitochondrial citrate transport,transmembrane transport",
P62077,Timm8b,Mitochondrial import inner membrane translocase subunit Tim8 B,TIM8B_MOUSE,-1.378647543,1.378647543,1.12E-07,1.34E-07,4,-61.54208493,0.384579151,"extracellular space,mitochondrion,mitochondrial inner membrane,membrane","metal ion binding,metal ion transmembrane transporter activity","protein transport,metal ion transport,cation transmembrane transport",
Q9WVM8,Aadat,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",AADAT_MOUSE,-2.284497443,2.284497443,1.12E-07,1.34E-07,21,-79.47431099,0.20525689,mitochondrion,"kynurenine-oxoglutarate transaminase activity,pyridoxal phosphate binding,protein homodimerization activity,2-aminoadipate transaminase activity","2-oxoglutarate metabolic process,glutamate metabolic process,biosynthetic process,tryptophan catabolic process to kynurenine,L-lysine catabolic process to acetyl-CoA via saccharopine,kynurenine metabolic process,L-kynurenine metabolic process",
P56213,Gfer,FAD-linked sulfhydryl oxidase ALR,ALR_MOUSE,-2.430866735,2.430866735,1.10E-07,1.32E-07,2,-81.45460032,0.185453997,"mitochondrion,mitochondrial intermembrane space,cytosol","growth factor activity,protein disulfide oxidoreductase activity,flavin-linked sulfhydryl oxidase activity,flavin adenine dinucleotide binding","liver development,regulation of receptor activity,oxidation-reduction process",
Q9WTP7,Ak3,"GTP:AMP phosphotransferase AK3, mitochondrial",KAD3_MOUSE,-1.205395738,1.205395738,1.08E-07,1.31E-07,19,-56.63496251,0.433650375,"mitochondrion,mitochondrial matrix","adenylate kinase activity,ATP binding,GTP binding,nucleoside triphosphate adenylate kinase activity","AMP metabolic process,GTP metabolic process,ITP metabolic process,UTP metabolic process,nucleotide phosphorylation",
A0A0R4J0S3;Q924D0,Rtn4ip1,"Reticulon 4 interacting protein 1;Reticulon-4-interacting protein 1, mitochondrial",A0A0R4J0S3_MOUSE;RT4I1_MOUSE,-1.602538515,1.602538515,1.07E-07,1.30E-07,11,-67.07029518,0.329297048,";mitochondrion,mitochondrial outer membrane",";zinc ion binding,oxidoreductase activity",";regulation of dendrite development,oxidation-reduction process",
Q9CR51,Atp6v1g1,V-type proton ATPase subunit G 1,VATG1_MOUSE,-0.90545801,0.90545801,1.05E-07,1.28E-07,8,-46.61368074,0.533863193,"intracellular,lysosomal membrane,cytosol,plasma membrane,vacuolar proton-transporting V-type ATPase complex,extracellular exosome,synaptic vesicle","protein binding,hydrogen-exporting ATPase activity, phosphorylative mechanism,ATPase activity,ATPase binding","cellular iron ion homeostasis,cellular response to increased oxygen levels,hydrogen ion transmembrane transport",
Q9D8Y1,Tmem126a,Transmembrane protein 126A,T126A_MOUSE,-1.598142748,1.598142748,1.05E-07,1.28E-07,2,-66.96980821,0.330301918,"mitochondrion,mitochondrial inner membrane,integral component of membrane",molecular_function,optic nerve development,
P31428,Dpep1,Dipeptidase 1,DPEP1_MOUSE,-0.949440022,0.949440022,1.03E-07,1.27E-07,15,-48.21665814,0.517833419,"extracellular space,nucleus,plasma membrane,apical plasma membrane,cell junction,anchored component of membrane,microvillus membrane,apical part of cell,extracellular exosome","dipeptidyl-peptidase activity,zinc ion binding,dipeptidase activity,GPI anchor binding,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,metallodipeptidase activity,modified amino acid binding","proteolysis,apoptotic process,antibiotic metabolic process,negative regulation of cell migration,cellular response to drug,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,homocysteine metabolic process,cellular response to calcium ion,cellular response to nitric oxide",
Q9DB20,Atp5o,"ATP synthase subunit O, mitochondrial",ATPO_MOUSE,-0.98941911,0.98941911,1.03E-07,1.27E-07,13,-49.63194629,0.503680537,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o),nucleus,mitochondrion,mitochondrial proton-transporting ATP synthase complex,plasma membrane,extracellular matrix,myelin sheath,extracellular exosome","steroid binding,drug binding,ATPase activity,protein complex binding,proton-transporting ATP synthase activity, rotational mechanism","mitochondrial ATP synthesis coupled proton transport,Requires Ontology",
Q91VA0,Acsm1,"Acyl-coenzyme A synthetase ACSM1, mitochondrial",ACSM1_MOUSE,-1.555908809,1.555908809,1.04E-07,1.27E-07,17,-65.98857893,0.340114211,"mitochondrion,mitochondrial matrix,extracellular exosome,blood microparticle","acyl-CoA ligase activity,fatty-acyl-CoA synthase activity,ATP binding,GTP binding,fatty acid ligase activity,metal ion binding,butyrate-CoA ligase activity","fatty acid biosynthetic process,acyl-CoA metabolic process",
P51660,Hsd17b4,Peroxisomal multifunctional enzyme type 2,DHB4_MOUSE,-1.041302347,1.041302347,1.02E-07,1.26E-07,34,-51.41113447,0.485888655,"mitochondrion,peroxisome,peroxisomal membrane,membrane","3-hydroxyacyl-CoA dehydrogenase activity,receptor binding,long-chain-enoyl-CoA hydratase activity,isomerase activity,3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity,protein homodimerization activity,17-beta-hydroxysteroid dehydrogenase (NAD+) activity","very long-chain fatty acid metabolic process,osteoblast differentiation,fatty acid beta-oxidation,androgen metabolic process,estrogen metabolic process,very long-chain fatty-acyl-CoA metabolic process,medium-chain fatty-acyl-CoA metabolic process,Sertoli cell development",
P12658,Calb1,Calbindin,CALB1_MOUSE,-2.471590062,2.471590062,1.00E-07,1.24E-07,22,-81.97076688,0.180292331,"intracellular,nucleus,cytoplasm,cytosol,axon,dendrite,neuron projection,neuronal cell body,terminal bouton,dendritic spine,cell body,synapse,extracellular exosome","vitamin D binding,calcium ion binding,zinc ion binding,calcium ion binding involved in regulation of postsynaptic cytosolic calcium ion concentration","short-term memory,long-term memory,locomotory behavior,retina layer formation,metanephric part of ureteric bud development,regulation of cytosolic calcium ion concentration,retina development in camera-type eye,cellular response to organic substance,metanephric collecting duct development,metanephric distal convoluted tubule development,metanephric connecting tubule development,regulation of presynaptic cytosolic calcium ion concentration,regulation of postsynaptic cytosolic calcium ion concentration,regulation of long-term synaptic potentiation",
Q8K0Z7,Taco1,Translational activator of cytochrome c oxidase 1,TACO1_MOUSE,-0.688990077,0.688990077,9.76E-08,1.22E-07,7,-37.97120849,0.620287915,"nucleus,mitochondrion",molecular_function,"regulation of translation,biological_process",
Q3U4I7,Pyroxd2,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2,PYRD2_MOUSE,-1.279539328,1.279539328,9.60E-08,1.21E-07,15,-58.80729784,0.411927022,intracellular,oxidoreductase activity,oxidation-reduction process,
Q64444,Ca4,Carbonic anhydrase 4,CAH4_MOUSE,-1.774627715,1.774627715,9.53E-08,1.20E-07,5,-70.77302779,0.292269722,"rough endoplasmic reticulum,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,trans-Golgi network,plasma membrane,cell surface,membrane,apical plasma membrane,transport vesicle membrane,secretory granule membrane,anchored component of external side of plasma membrane,brush border membrane,anchored component of plasma membrane,perinuclear region of cytoplasm,extracellular exosome","carbonate dehydratase activity,protein binding,zinc ion binding","one-carbon metabolic process,regulation of pH,carbon dioxide transport,bicarbonate transport",
Q9CPZ8,Cmc1,COX assembly mitochondrial protein homolog,COXM1_MOUSE,-1.288152264,1.288152264,9.14E-08,1.16E-07,3,-59.052487,0.40947513,mitochondrion,"molecular_function,metal ion binding",biological_process,
Q9CZB0,Sdhc,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",C560_MOUSE,-1.849256425,1.849256425,9.03E-08,1.15E-07,4,-72.24646253,0.277535375,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone),integral component of membrane","succinate dehydrogenase activity,electron carrier activity,heme binding,metal ion binding","tricarboxylic acid cycle,mitochondrial electron transport, succinate to ubiquinone",
P38647,Hspa9,"Stress-70 protein, mitochondrial",GRP75_MOUSE,-1.097347484,1.097347484,8.96E-08,1.14E-07,48,-53.26249854,0.467375015,"nucleolus,cytoplasm,mitochondrion,mitochondrial matrix,focal adhesion,extracellular matrix,mitochondrial nucleoid,myelin sheath,extracellular exosome","RNA binding,protein binding,ATP binding,enzyme binding,ubiquitin protein ligase binding,unfolded protein binding","protein folding,protein export from nucleus,erythrocyte differentiation,negative regulation of erythrocyte differentiation,negative regulation of hematopoietic stem cell differentiation,negative regulation of hemopoiesis",
Q9DBF1-2,Aldh7a1,Isoform 2 of Alpha-aminoadipic semialdehyde dehydrogenase,AL7A1_MOUSE,-1.033952427,1.033952427,8.85E-08,1.13E-07,29,-51.16296318,0.488370368,,,,
