Significantly Altered Protein Groups: No Diet Injured vs. Healthy Kidney Lysates,,,,,,,,,,,,,,,,,,,,
"2,226 significantly altered protein groups (|log2(FC)| ³ 0.58 & q-value ² 0.01)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Injured / Non-injured,P47857;P47857-2;P47857-3,P47857;P47857-2;P47857-3,-1.220022337,1.220022337,2.19E-06,1.45E-06,16,P47857;P47857-2;P47857-3,Pfkm,"ATP-dependent 6-phosphofructokinase, muscle type;Isoform 2 of ATP-dependent 6-phosphofructokinase, muscle type;Isoform 3 of ATP-dependent 6-phosphofructokinase, muscle type",PFKAM_MOUSE,11,-57.07239283,0.429276072,Injured,Non-injured,"cytosol,6-phosphofructokinase complex,apical plasma membrane,extracellular exosome,sperm principal piece;;","6-phosphofructokinase activity,protein binding,ATP binding,protein C-terminus binding,phosphofructokinase activity,kinase binding,identical protein binding,protein homodimerization activity,metal ion binding,fructose binding;;","glycogen catabolic process,fructose 6-phosphate metabolic process,glycolytic process,positive regulation of insulin secretion,glucose homeostasis,muscle cell cellular homeostasis,carbohydrate phosphorylation,protein oligomerization,glycolytic process through fructose-6-phosphate,canonical glycolysis,glycolysis from storage polysaccharide through glucose-1-phosphate;;",
Injured / Non-injured,Q5SUR0,Q5SUR0,1.221043269,1.221043269,3.81E-05,1.57E-05,16,Q5SUR0,Pfas,Phosphoribosylformylglycinamidine synthase,PUR4_MOUSE,16,133.115231,2.33115231,Injured,Non-injured,"cytoplasm,extracellular exosome","phosphoribosylformylglycinamidine synthase activity,ATP binding,metal ion binding","'de novo' IMP biosynthetic process,glutamine metabolic process,response to drug",
Injured / Non-injured,P26369;Q80XR5,P26369;Q80XR5,1.221629752,1.221629752,1.64E-05,7.65E-06,16,P26369;Q80XR5,U2af2,Splicing factor U2AF 65 kDa subunit,U2AF2_MOUSE;Q80XR5_MOUSE,12,133.2100161,2.332100161,Injured,Non-injured,"commitment complex,nucleus,spliceosomal complex,nuclear speck,U2-type prespliceosome,U2AF,Prp19 complex;","RNA binding,protein binding,poly-pyrimidine tract binding,enzyme binding,pre-mRNA 3'-splice site binding,C2H2 zinc finger domain binding;","mRNA splicing, via spliceosome,RNA splicing,negative regulation of protein ubiquitination,positive regulation of RNA splicing,negative regulation of mRNA splicing, via spliceosome,regulation of mitophagy,positive regulation of protein targeting to mitochondrion;",
Injured / Non-injured,P50544,P50544,-1.222519302,1.222519302,5.78E-10,3.01E-09,16,P50544,Acadvl,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADV_MOUSE,39,-57.14662614,0.428533739,Injured,Non-injured,"nucleus,nucleolus,mitochondrion,mitochondrial inner membrane,cytosol,mitochondrial membrane,mitochondrial nucleoid","long-chain-acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding","temperature homeostasis,fatty acid catabolic process,response to cold,epithelial cell differentiation,fatty acid beta-oxidation using acyl-CoA dehydrogenase,negative regulation of fatty acid biosynthetic process,negative regulation of fatty acid oxidation,regulation of cholesterol metabolic process",
Injured / Non-injured,Q9D1F9,Q9D1F9,-1.222827859,1.222827859,5.38E-05,2.12E-05,16,Q9D1F9,Slc37a4,Protein Slc37a4,Q9D1F9_MOUSE,3,-57.15579044,0.428442096,Injured,Non-injured,,,,
Injured / Non-injured,E9QKZ2;Q91YE6,E9QKZ2;Q91YE6,1.222957809,1.222957809,1.84E-05,8.39E-06,16,E9QKZ2;Q91YE6,Ipo9,Importin-9,E9QKZ2_MOUSE;IPO9_MOUSE,4,133.4247938,2.334247938,Injured,Non-injured,";nuclear envelope,cytoplasm,cytosol,membrane",";Ran GTPase binding,protein transporter activity,histone binding",";protein import into nucleus,ribosomal protein import into nucleus,ribosome biogenesis,protein stabilization",
Injured / Non-injured,Q91WD5,Q91WD5,-1.224161224,1.224161224,1.48E-06,1.05E-06,16,Q91WD5,Ndufs2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",NDUS2_MOUSE,24,-57.19536954,0.428046305,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial respiratory chain complex I","NADH dehydrogenase (ubiquinone) activity,ubiquitin protein ligase binding,metal ion binding,quinone binding,NAD binding,4 iron, 4 sulfur cluster binding,NADH dehydrogenase activity","response to oxidative stress,mitochondrial ATP synthesis coupled electron transport",
Injured / Non-injured,E9PVU9;E9PZ91;F6SV10;O89106,E9PVU9;E9PZ91;F6SV10;O89106,-1.224693252,1.224693252,4.25E-05,1.73E-05,16,E9PVU9;E9PZ91;F6SV10;O89106,Fhit,Bis(5'-adenosyl)-triphosphatase (Fragment);Bis(5'-adenosyl)-triphosphatase;Bis(5'-adenosyl)-triphosphatase (Fragment);Bis(5'-adenosyl)-triphosphatase,E9PVU9_MOUSE;E9PZ91_MOUSE;F6SV10_MOUSE;FHIT_MOUSE,4,-57.21115186,0.427888481,Injured,Non-injured,";;;fibrillar center,cytoplasm,cytosol,plasma membrane,extracellular exosome",";;;nucleotide binding,catalytic activity,hydrolase activity,ubiquitin protein ligase binding,identical protein binding,bis(5'-adenosyl)-triphosphatase activity",";;;purine nucleotide metabolic process,DNA replication,transcription, DNA-templated,regulation of transcription, DNA-templated,nucleotide metabolic process,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,intrinsic apoptotic signaling pathway by p53 class mediator",
Injured / Non-injured,Q9ERI6,Q9ERI6,-1.224905174,1.224905174,4.78E-06,2.79E-06,16,Q9ERI6,Rdh14,Retinol dehydrogenase 14,RDH14_MOUSE,9,-57.21743679,0.427825632,Injured,Non-injured,"nucleus,mitochondrion,lysosomal membrane,endoplasmic reticulum,membrane",alcohol dehydrogenase (NADP+) activity,"osteoblast differentiation,retinol metabolic process,oxidation-reduction process",
Injured / Non-injured,Q8VDK1;Q8VDK1-2,Q8VDK1;Q8VDK1-2,-1.225159246,1.225159246,2.58E-10,1.80E-09,16,Q8VDK1;Q8VDK1-2,Nit1,Nitrilase homolog 1;Isoform 2 of Nitrilase homolog 1,NIT1_MOUSE,17,-57.22497053,0.427750295,Injured,Non-injured,"nucleus,mitochondrion,extracellular exosome;","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;",nitrogen compound metabolic process;,
Injured / Non-injured,Q99J77,Q99J77,1.225665409,1.225665409,7.95E-05,2.93E-05,16,Q99J77,Nans,N-acetylneuraminic acid synthase (Sialic acid synthase),Q99J77_MOUSE,10,133.8632887,2.338632887,Injured,Non-injured,"cytosol,extracellular exosome",N-acylneuraminate-9-phosphate synthase activity,carbohydrate biosynthetic process,
Injured / Non-injured,P70404,P70404,-1.226316632,1.226316632,1.85E-09,6.32E-09,16,P70404,Idh3g,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",IDHG1_MOUSE,14,-57.25927254,0.427407275,Injured,Non-injured,"nucleoplasm,nucleolus,mitochondrion","magnesium ion binding,isocitrate dehydrogenase (NAD+) activity,ATP binding,NAD binding","tricarboxylic acid cycle,isocitrate metabolic process",
Injured / Non-injured,P58774-2,P58774-2,1.226854602,1.226854602,8.17E-06,4.28E-06,16,P58774-2,Tpm2,Isoform 2 of Tropomyosin beta chain,TPM2_MOUSE,17,134.0561384,2.340561384,Injured,Non-injured,,,,
Injured / Non-injured,Q9R112,Q9R112,-1.227416322,1.227416322,3.55E-10,2.22E-09,16,Q9R112,Sqrdl,"Sulfide:quinone oxidoreductase, mitochondrial",SQRD_MOUSE,23,-57.29183914,0.427081609,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane","quinone binding,sulfide:quinone oxidoreductase activity","sulfide oxidation, using sulfide:quinone oxidoreductase,hydrogen sulfide metabolic process",
Injured / Non-injured,O35350,O35350,1.228651679,1.228651679,9.01E-05,3.28E-05,16,O35350,Capn1,Calpain-1 catalytic subunit,CAN1_MOUSE,20,134.3478695,2.343478695,Injured,Non-injured,"mitochondrion,lysosome,cytosol,plasma membrane,focal adhesion,membrane,extracellular exosome","calcium-dependent cysteine-type endopeptidase activity,calcium ion binding,protein binding","proteolysis,receptor catabolic process,regulation of catalytic activity,mammary gland involution,self proteolysis",
Injured / Non-injured,Q9D3D9,Q9D3D9,-1.229630838,1.229630838,2.49E-09,7.91E-09,16,Q9D3D9,Atp5d,"ATP synthase subunit delta, mitochondrial",ATPD_MOUSE,5,-57.35734525,0.426426547,Injured,Non-injured,"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1),mitochondrion,mitochondrial envelope,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex,proton-transporting ATP synthase complex","hydrogen ion transmembrane transporter activity,ATPase activity,proton-transporting ATP synthase activity, rotational mechanism","ATP synthesis coupled proton transport,proton transport,Requires Ontology",
Injured / Non-injured,Q922D8,Q922D8,-1.229860222,1.229860222,1.81E-08,3.32E-08,16,Q922D8,Mthfd1,"C-1-tetrahydrofolate synthase, cytoplasmic",C1TC_MOUSE,47,-57.36412477,0.426358752,Injured,Non-injured,"mitochondrion,cytosol,membrane,extracellular exosome","formate-tetrahydrofolate ligase activity,methenyltetrahydrofolate cyclohydrolase activity,methylenetetrahydrofolate dehydrogenase (NAD+) activity,methylenetetrahydrofolate dehydrogenase (NADP+) activity,ATP binding","histidine biosynthetic process,neutrophil homeostasis,neural tube closure,purine nucleotide biosynthetic process,methionine metabolic process,one-carbon metabolic process,heart development,serine family amino acid metabolic process,serine family amino acid biosynthetic process,methionine biosynthetic process,purine nucleobase biosynthetic process,10-formyltetrahydrofolate biosynthetic process,transsulfuration,tetrahydrofolate interconversion,oxidation-reduction process,somite development",
Injured / Non-injured,Q8BHE8,Q8BHE8,-1.230121801,1.230121801,0.000441851,0.000130737,16,Q8BHE8,Maip1,"m-AAA protease-interacting protein 1, mitochondrial",MAIP1_MOUSE,3,-57.37185449,0.426281455,Injured,Non-injured,"mitochondrial inner membrane,mitochondrial matrix",ribosome binding,"inner mitochondrial membrane organization,protein insertion into mitochondrial membrane from inner side,calcium ion transmembrane import into mitochondrion,protein insertion into mitochondrial membrane,mitochondrial calcium ion homeostasis,mitochondrial respiratory chain complex III biogenesis,mitochondrial respiratory chain complex IV biogenesis",
Injured / Non-injured,O54749,O54749,-1.230523492,1.230523492,2.53E-06,1.64E-06,16,O54749,Cyp2j5,Cytochrome P450 2J5,CP2J5_MOUSE,18,-57.38372183,0.426162782,Injured,Non-injured,"endoplasmic reticulum membrane,organelle membrane","iron ion binding,heme binding,aromatase activity","regulation of systemic arterial blood pressure by hormone,angiotensin mediated vasoconstriction involved in regulation of systemic arterial blood pressure,oxidation-reduction process,renal tubular secretion,positive regulation of estrogen secretion",
Injured / Non-injured,Q8JZM7,Q8JZM7,1.23057599,1.23057599,0.041776229,0.007842256,16,Q8JZM7,Cdc73,Parafibromin,CDC73_MOUSE,3,134.6606585,2.346606585,Injured,Non-injured,"nuclear chromosome, telomeric region,nucleus,cytosol,Cdc73/Paf1 complex","RNA polymerase II core binding,transcription factor activity, RNA polymerase II transcription factor binding,protein binding","negative regulation of transcription from RNA polymerase II promoter,regulation of cell growth,endodermal cell fate commitment,regulation of transcription from RNA polymerase II promoter,transcription elongation from RNA polymerase II promoter,mRNA polyadenylation,cell cycle,negative regulation of cell proliferation,histone monoubiquitination,Wnt signaling pathway,histone modification,stem cell population maintenance,positive regulation of Wnt signaling pathway,positive regulation of mRNA 3'-end processing,protein destabilization,positive regulation of transcription elongation from RNA polymerase II promoter,histone H2B ubiquitination,recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex,negative regulation of apoptotic process,negative regulation of myeloid cell differentiation,positive regulation of transcription from RNA polymerase II promoter,negative regulation of fibroblast proliferation,negative regulation of epithelial cell proliferation,cellular response to lipopolysaccharide,positive regulation of cell cycle G1/S phase transition,negative regulation of G1/S transition of mitotic cell cycle",
Injured / Non-injured,Q9Z0E8,Q9Z0E8,-1.23116449,1.23116449,0.000460804,0.000135441,12,Q9Z0E8,Slc22a5,Solute carrier family 22 member 5,S22A5_MOUSE,2,-57.40265229,0.425973477,Injured,Non-injured,"integral component of plasma membrane,membrane,apical plasma membrane,brush border membrane,extracellular exosome","ATP binding,organic anion transmembrane transporter activity,carnitine transmembrane transporter activity,symporter activity,cation:cation antiporter activity,quaternary ammonium group transmembrane transporter activity,PDZ domain binding","sodium ion transport,mitochondrion organization,adult heart development,locomotory behavior,carnitine metabolic process,quaternary ammonium group transport,organic anion transport,carnitine transport,reproductive structure development,quorum sensing involved in interaction with host,positive regulation of intestinal epithelial structure maintenance,sodium-dependent organic cation transport,carnitine transmembrane transport",
Injured / Non-injured,Q3UMF0;Q3UMF0-3,Q3UMF0;Q3UMF0-3,-1.231264315,1.231264315,8.93E-06,4.61E-06,16,Q3UMF0;Q3UMF0-3,Cobll1,Cordon-bleu protein-like 1;Isoform 3 of Cordon-bleu protein-like 1,COBL1_MOUSE,29,-57.40559965,0.425944004,Injured,Non-injured,extracellular exosome;,"actin monomer binding,cadherin binding;","actin filament polymerization,actin filament network formation;",
Injured / Non-injured,Q9WTM5,Q9WTM5,1.232276639,1.232276639,4.02E-05,1.64E-05,16,Q9WTM5,Ruvbl2,RuvB-like 2,RUVB2_MOUSE,17,134.9374395,2.349374395,Injured,Non-injured,"Swr1 complex,intracellular,nucleus,nucleoplasm,nuclear euchromatin,centrosome,cytosol,intracellular ribonucleoprotein complex,Ino80 complex,NuA4 histone acetyltransferase complex,extracellular exosome,MLL1 complex,R2TP complex","RNA polymerase II core promoter sequence-specific DNA binding,RNA polymerase II distal enhancer sequence-specific DNA binding,TFIID-class transcription factor binding,DNA helicase activity,ATP-dependent DNA helicase activity,protein binding,ATP binding,chromatin DNA binding,identical protein binding,protein homodimerization activity,ATP-dependent 5'-3' DNA helicase activity,ADP binding,ATPase binding,ATPase activity","box C/D snoRNP assembly,DNA repair,DNA recombination,chromatin remodeling,transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,histone acetylation,DNA duplex unwinding,cellular response to UV,positive regulation of histone acetylation,histone H4 acetylation,histone H2A acetylation,positive regulation of transcription from RNA polymerase II promoter,establishment of protein localization to chromatin,cellular response to estradiol stimulus,transcriptional activation by promoter-enhancer looping,negative regulation of estrogen receptor binding,positive regulation of telomerase RNA localization to Cajal body",
